Topic,Words,Frequency,Class
13,"förskolorna, exempel kommer, utöver utbudet, förskolegrupper skolklasser lokalakön könsöverskridande, ålder samarbeten",1,Sandviken
14,"övergripande uppdraget syftet, uppdraget syftet, övergripande uppdraget, övergripande, syftet",1,Sandviken
16,"tillgång skolbibliotek, skolbibliotek, elevernas, tillgång, bibliotek förskolans läroplan",1,Sandviken
18,"it frågor, folkbiblioteket, it, frågor, bibliotekskort därutöver erbjuder",1,Sandviken
19,"mötesplatser, beläget skola biblioteket, skola biblioteket enda, skola biblioteket enda biblioteket kommunen, respektive kommundel",1,Sandviken
22,"helge bibliotekens gemensamma, helge bibliotekens, läsfrämjande arbetet, bibliotekens gemensamma, arbetet",1,Sandviken
23,"huvudbiblioteket, folkets hus, folkets, hus, informationsvetare filialföreståndare",1,Sandviken
24,"litteraturhuset trampolin, litteraturhuset, trampolin, timmar, timmar vecka",2,Sandviken
-1,"bibliotek, karlsborgs, biblioteken, karlsborg, ",37,Karlsborg
0,"clet, sverige, större, digirala verktyg sonr finns, finns tillgängtiga",1,Karlsborg
2,"àntal, möiligheter, karlsborgs bibliotek, bam, karlsborgs",2,Karlsborg
3,"kommun, biblioteksplan, ket, bibliotek, antal",10,Karlsborg
4,"stâlhing, utveckling genorn bidra kunskapsföunedling, tiska samhällets utveckling genorn, kunskapsföunedling ftämla, kunskapsföunedling",1,Karlsborg
6,"skolan, cn bibliotcksplan ör, rcktot upptätta cn bibliotcksplan, åligget rcktot upptätta, rcktot upptätta",4,Karlsborg
7,"tt, rill, ch, gc cn brcd, tt gc cn",2,Karlsborg
9,"karlsborg, kadsborg, bibliotekcts besókancle, besókancle människor hosar andra, bort kadsborg",3,Karlsborg
10,"nationella mi, litterarur, kunn ta del informadon, bibliotcksverksamhet finnas tillgänglig äg, àgn särskild uppmärksamhet ât",1,Karlsborg
17,"te, personalen, nya, ges, arbcta mcd",1,Karlsborg
21,"gânger bibliotekslagen central del, hiâlpa vägleda, möiligher atr få tillgång pà, möiligher atr få, möiligher atr få tillgång",1,Karlsborg
-1,"aktiviteter, genomföra aktiviteter, nordmalings, tillhandahålla, genomföra",3,Nordmaling
2,"nordmalings, nordmalings bibliotek, kl, bibliotek, vecka",1,Nordmaling
3,"biblioteksplan nordmalings, nordmalings, biblioteksplan nordmalings kommun, nordmalings kommun, biblioteksplan",1,Nordmaling
5,"nordmalings, biblioteksplanen, förslag konkreta, biblioteksplanen mer detaljerad verksamhetsplan förslag, konkreta aktiviteter biblioteksplan",1,Nordmaling
11,"nordmalings, nordmalings bibliotek, skolbibliotek, sfs, integrerat folk skolbibliotek",1,Nordmaling
12,"nordmalings, nordmalings kommun, nordmaling, 2050, 10 000",1,Nordmaling
24,"nordmalings bibliotek, nordmalings, timmar, öppettider nordmalings bibliotek, 11 14 sommaren biblioteket ändrade",1,Nordmaling
-1,"biblioteket, olika, genom, barn, valdemarsviks",10,Valdemarsvik
0,"digitala, sätt ställer också krav, också krav förmågan hantera, lösningar främja individens, resurser viktig del bibliotekens",1,Valdemarsvik
2,"götabiblioteken, samarbetet, götabiblioteken innebär låntagare, hela östergötlands mediebestånd, kommun småland samarbetet",1,Valdemarsvik
4,"funktionsnedsättning, personer, ta tillbiblioteket erbjuds, levereras boklådor digitala, boken kommer äldreboenden andra särskilda",1,Valdemarsvik
5,"valdemarsviks, biblioteksplanen, planen, kontinuerligt statistiskt underlag folkbiblioteken, kontinuerligt statistiskt underlag",1,Valdemarsvik
10,"nationella, svenska, prioriterad, böcker, regionala götasamarbetet",1,Valdemarsvik
19,"valdemarsviks, kommun, arenor lärande folkbildning, biblioteken valdemarsviks, kommun arenor",3,Valdemarsvik
21,"genom, mätas genom antal, genom antal, mätas genom, mätas",1,Valdemarsvik
25,"ringarum, valdemarsviks kommun, valdemarsviks, filialer ringarum gusum biblioteket ringarum, biblioteksverksamhetsutveckling planen",1,Valdemarsvik
-1,"biblioteket, mål, skolbiblioteket, skolbibliotek, barn",45,Höör
0,"digitala, kommunikation, teknik, hjälp, måste",2,Höör
1,"rum, biblioteket, möten, rum möten, bibliotek",3,Höör
2,"sker även, även kring biblioteksutveckling, även kring biblioteksutveckling fortbildning, samarbete sker även kring biblioteksutveckling, biblioteksutveckling fortbildning",3,Höör
3,"bibliotekets uppdrag 23 biblioteksorganisationen höör, uppdrag 23 biblioteksorganisationen höör 34, 23 biblioteksorganisationen, antagen kommunfullmäktige 2021 06 16, 06 16",1,Höör
5,"revideras, biblioteksplanen, antas fyraårsperiod revideras närmast 2024, folkbiblioteket kommer följas, folkbiblioteket kommer följas kaf genom",1,Höör
6,"skolbibliotek, höörs kommun finns också, 36 skollagen elever, 36 skollagen elever grundskolan, enligt kapitlet 36",1,Höör
7,"digitala, kompetens, kompetens digital språklig kompetens, skolbibliotek adekvat biblioteken måste, skolbibliotekens särskilda pedagogiska fokus stärka",1,Höör
8,"rätt, rätt innefattar, rätt innefattar frihet ingripande, rätt innefattar frihet ingripande hysa, rätt innefattar frihet",2,Höör
11,"11, skolbiblioteksmanifest 2000, 2015 unescos folkbiblioteks, 11 reviderad 2015 unescos folkbiblioteks, 2015 unescos folkbiblioteks skolbiblioteksmanifest",1,Höör
17,"efterlyser, fyra målen, intrakommunala, mandatperioden, fyra",1,Höör
18,"användarens, lärande, informationsteknik, folkbiblioteken, biblioteket skillnad skolans lärande alltid",1,Höör
-1,"barn, lunds, biblioteket, genom, samt",61,Lund
0,"digitala, användare, tjänster, behöver, användare användare",4,Lund
1,"fysiska, användarna, lokaler, biblioteket, bokstavlig",2,Lund
2,"samverkan, bibliotek, exempel, vissa skolbibliotek genom bibliotekarierna, bibliotekarierna anställda folkbiblioteken",4,Lund
3,"lunds, lund, skåne, 2011, skolverket",7,Lund
4,"ägna särskild uppmärksamhet, ägna särskild, ägna, särskild uppmärksamhet, uppmärksamhet",1,Lund
5,"uppföljning, uppföljning revidering, biblioteksplanen, revidering, intentioner",2,Lund
6,"veberöd, skolbibliotek klostergården norra, klostergården norra fäladen veberöd integrerade, tre skolbibliotek klostergården, tre skolbibliotek klostergården norra",2,Lund
7,"sbc, skolbiblioteken, elevernas, gemensamma prioriteringar folk, prioriteringar folk",3,Lund
8,"barn, barnets, barns, bästa, rätt",19,Lund
9,"skillnader, förväntas öka snabbare skatteintäkterna kommande, öka snabbare, förväntas öka snabbare skatteintäkterna, öka snabbare skatteintäkterna",3,Lund
10,"nationella, främja nationella, 2009, minoritetsspråken, främja",1,Lund
11,"skåne, rättigheter stockholm elanders, region skåne 2014 regional utvecklingsstrategi, region skåne 2014 regional, elanders region",1,Lund
14,"kt, biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet",1,Lund
16,"skolbibliotek, elevernas, tillgång skolbibliotek, eleverna, tillgång",2,Lund
17,"behöver, nätverk informationsoch erfarenhetsutbyte, nätverk informationsoch, underhållas liksom nätverk informationsoch, underhållas liksom nätverk informationsoch erfarenhetsutbyte",2,Lund
23,"lund, patienter anhöriga personal, patienter anhöriga, anhöriga personal, patienter",5,Lund
25,"sbc, lund, uppnå genomföras biblioteksplan, biblioteksplanen gäller kommunala folk, biblioteksstrukturen lund biblioteksplanen",1,Lund
-1,"borås, biblioteken borås, biblioteken, borås inspirera, biblioteken borås inspirera",8,Borås
-1,"ta, biblioteket, biblioteksverksamheten, bra start livet, start livet",13,Östra Göinge
0,"digitala, digital, biblioteket, biblioteksverksamheten, genom",2,Östra Göinge
1,"uppleva bibliotekens program aktiviteter, medborgarna uppleva bibliotekens program, uppleva bibliotekens program, bibliotekens program aktiviteter, program aktiviteter angelägna",3,Östra Göinge
2,"skåne nordost, nordost, samarbetet, exempel gemensam, skåne",2,Östra Göinge
3,"östra göinge, göinge, östra, biblioteksverksamhet finnas tillgänglig, biblioteksverksamhet finnas",1,Östra Göinge
8,"rätt, barn, barn rätt, barn rätt utbildning barn, rätt utbildning barn",2,Östra Göinge
9,"år, riket nivå försämrats, ökning antalet äldre 80 år, relativt låg jämfört, relativt låg jämfört genomsnittet skåne",1,Östra Göinge
11,"östra göinge kommun, göinge kommun, östra göinge, göinge, östra",1,Östra Göinge
12,"östra göinge, göinge, östra, miljömässig social hållbarhet, balanseras",2,Östra Göinge
19,"göinges, östra göinges, byar, östra, attraktiva",1,Östra Göinge
-1,"svenljunga, svenljunga kommun, genom, erbjuda, gör genom",20,Svenljunga
2,"samarbetet, svenljunga, delregionala, samverkan, tranemo",5,Svenljunga
3,"svenljunga, svenljunga kommun, kommun, inledning, biblioteksplan",1,Svenljunga
7,"utredningen, statliga utredningen stärkta, statliga utredningen stärkta skolbibliotek, statliga utredningen, utredningen stärkta",2,Svenljunga
24,"vecka, dagar vecka, dagar, 40, timmar",1,Svenljunga
-1,"öckerö, barn, skolbiblioteken, genom, öckerö kommun",23,Öckerö
0,"digitala, demokratifråga möjlighet ta del information, demokratifråga möjlighet ta, ta del information använda, demokrati digitala utvecklingen ställer",1,Öckerö
2,"öckerö, plats, öppen, samverkan, sker",1,Öckerö
4,"personer, erbjuda, behov, erbjuda litteratur, annat",3,Öckerö
7,"digitala verktyg verksamheten följa utformas, via digitala verktyg verksamheten, verktyg verksamheten följa utformas skolans, verktyg verksamheten följa utformas, verktyg verksamheten följa",1,Öckerö
11,"bibliotekschef, biblioteksplan, bibliotekslagen kommunen politiskt antagen, bibliotekschef samarbete skolchef, bibliotekslagen kommunen politiskt",1,Öckerö
13,"barn, erbjuds biblioteksvisning bokprat efterfrågan besöker, besökande författaren barn årskurs tre, barn förskoleklass höst, skriven besökande författaren barn årskurs",1,Öckerö
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Öckerö
18,"folkbiblioteken, tillgång, få, tid, tillgång litteratur",2,Öckerö
27,"öckerö, bibliotek, öckerö bibliotek, öckerö kommun, biblioteket",6,Öckerö
-1,"örkelljunga, bibliotek, mätas, biblioteken, tillsammans",8,Örkelljunga
0,"mätas genom, mätas, invånarnas, plattformsvana, art invånarnas",1,Örkelljunga
1,"mätas genom, mätas, sker bibliotekschefen sara olsson bibliotekschefkultur, ansvarig sker bibliotekschefen sara olsson, mötas ansvarig sker bibliotekschefen",1,Örkelljunga
3,"örkelljunga kommun, örkelljunga, kommun, 2022 2025, biblioteksplan",2,Örkelljunga
4,"orkelljunga, personer, litteratur, biblioteken, grupper",1,Örkelljunga
11,"förslag biblioteksplan 2022 2025 pdf, expedieras kommunfullmäktige, förslag biblioteksplan 2022, yrkande beslutsunderlag förslag biblioteksplan, 2025 pdf expedieras kommunfullmäktige",1,Örkelljunga
12,"örkelljunga, örkelljunga bibliotek, målområden, viktiga, tre",1,Örkelljunga
22,"familjen, helsingborg, familjen helsingborg, bibliotek familjen, bibliotek familjen helsingborg",4,Örkelljunga
23,"örkelljunga, örkelljunga bibliotek, bibliotek, närområdet bibliotekets öppettider, även bemannad turistinformation",2,Örkelljunga
-1,"biblioteken, norrtälje, kultur, samt, norrtalje",16,Norrtälje
1,"rum, bibliotekens, rum biblioteken, öppna biblioteket, inbjudande",2,Norrtälje
5,"biblioteksplanen, romani chib jiddisch uppgifter hämtade, utvärderas två år medan, verksamhetsplanen omarbetas årligen, verksamhetsplanen omarbetas",1,Norrtälje
8,"funktionsvariation, biblioteken, tillgängliga användbara oavsett funktionsvariation genom, service enskildes villkor bibliotekens lokaler, medier ex talböcker lättlästa böcker",1,Norrtälje
11,"library, for, guidelines for, guidelines, ifla international federation of library",2,Norrtälje
17,"kompetenta biblioteket, kompetenta, kontinuerligt genom fortbildning utbildning, vidareutvecklas kontinuerligt genom, verka befintliga resurser",3,Norrtälje
-1,"biblioteket, bjuv, barn unga, unga, barn",14,Bjuv
0,"utveckla samarbetet, information kunskapvi, kommunens vuxenutbildningar arbeta öka digitala, utvecklingsområden fri åsiktsbildning fri, samhälle utvecklingsområden",1,Bjuv
2,"projekt, samarbetet, stärks bibliotekens utvecklingsmöjligheter, folkbibliotek bibliotek tillgängliga, utvecklingsområden biblioteket samarbetspartnervi lyhörda samarbetspartners",2,Bjuv
3,"bjuvs, 2023 bjuvs, bjuvs kommunbiblioteksplan 2020 2023, 2023 bjuvs kommun innehållsförteckning, 2023 bjuvs kommun",1,Bjuv
4,"biblioteket erbjuder, personer, låntagare läshinder, inspiration personal, personal vård omsorg biblioteket",1,Bjuv
5,"2020 2023 biblioteksplanen utvärderas, utvärderas revideras samverkan, revideras samverkan, 2023 biblioteksplanen utvärderas revideras, planens giltighet 2020 2023 biblioteksplanen",1,Bjuv
22,"helsingborg, familjen, familjen helsingborg, bibliotek familjen, bibliotek familjen helsingborg",3,Bjuv
29,"välja, informationskompetens, information, skolbiblioteket, används biblioteks",1,Bjuv
-1,"staffanstorps, biblioteken, staffanstorps kommun, biblioteken staffanstorps, biblioteken staffanstorps kommun",33,Staffanstorp
0,"nationell samordning, samordning, verka öka, digitala, kunskapen",2,Staffanstorp
2,"kontaktytor tex uppåkrastiftelsen lunds, kring medieförsörjning mediesamverkan, samarbeten samt utöka kontaktytor tex, universitet arbetsförmedling kommunens integrationssamordnare, uppåkrastiftelsen",1,Staffanstorp
14,"biblioteken enlighet bibliotekslagens ändamålsparagraf verka, fri åsiktsbildning förutsätter, åsiktsbildning förutsätter hög, kunskapsförmedling fri åsiktsbildning förutsätter, åsiktsbildning förutsätter hög takhöjd",1,Staffanstorp
17,"undervisning samhälle, svenska andraspråk forskning undervisning samhälle, andraspråk forskning, forskning undervisning, forskning undervisning samhälle",1,Staffanstorp
18,"biblioteken staffanstorps kommun, biblioteken staffanstorps, staffanstorps kommun, folkbiblioteken, staffanstorps",1,Staffanstorp
-1,"biblioteket, samt, andra, barn, läsning",19,Hallsberg
1,"biblioteket årligen utarbeta verksamhetsplaner, personalen användarnas allmänhetens frågor förslag, erbjuda god arbetsmiljö personalen användarnas, tillvaratas verksamheten biblioteket årligen utarbeta, årligen utarbeta verksamhetsplaner",1,Hallsberg
2,"grupp utveckla verksamheten, äldre viktig, utveckla verksamheten se, omnämns bibliotekslagen äldre, äldre viktig grupp utveckla verksamheten",2,Hallsberg
3,"hallsbergs kommun, hallsbergs, kommun, bibliotekslagen korthet, styrsystem hallsbergs kommun",1,Hallsberg
5,"bildningsnämnden utvärdering revidering biblioteksplanen, redovisas bildningsnämnden utvärdering revidering biblioteksplanen, sker år 2023, verksamhetsberättelsen redovisas bildningsnämnden utvärdering revidering, verksamhetsberättelsen redovisas bildningsnämnden utvärdering",1,Hallsberg
8,"barnets, rättigheter, barn, barnrättskonventionen svensk lag barn, unga barn ungdomar rätt",1,Hallsberg
15,"behov, hänsyn samhällsutvecklingen, bedömning behov utgivning kvalitet mediebeståndet, litteratur ta hänsyn, spegla såväl äldre",1,Hallsberg
16,"elevernas, skolbibliotek, eleverna, skollagen, del",2,Hallsberg
17,"idag enormt, förändras omvärldsbevakning behöver göras, ger enskilde, verksamhet förändrats tid, förändras omvärldsbevakning behöver",1,Hallsberg
-1,"olika, biblioteket, stadsbiblioteket, tidaholms, 000",17,Tidaholm
0,"biblioteket, bibliotek mellansjö, mellansjö, digitala, brukarnas",2,Tidaholm
1,"bun, biblioteket, känna välkomna, folkbiblioteket skolbiblioteken, välkomna",1,Tidaholm
2,"bibliotek mellansjö, mellansjö, bibliotek, koha, bibliotekssystemet",8,Tidaholm
3,"målinriktning, trender, inriktningen, nuläge, politiska",1,Tidaholm
4,"bibliotekslagen, särskild uppmärksamhet, uppmärksamhet, särskild, personer",1,Tidaholm
8,"rätt, barns rätt, artikel, barns, barn",1,Tidaholm
